Student,Timezone,Grade,Subject1,Other,Evaluation1,Subject2,Other2,Evaluation2,Subject3,Other3,Evaluation3,SAT,ACT,Availability,Platform
4796,ET,5th Grade,French,,2,,,,,,,,,"Saturdays, Sundays","Zoom, Google Hangouts"
4797,ET,2nd Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4798,CT,4th Grade,English Reading,,3,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Fridays, Sundays","Zoom, Facetime"
4799,ET,11th Grade,Biology,,1,Calculus,,1,History,,1,,,"Mondays, Wednesdays, Thursdays, Saturdays","Zoom, Facetime, Google Hangouts"
4800,ET,11th Grade,SAT,,3,,,,,,,Math,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
4801,ET,12th Grade,Chemistry,,3,,,,,,,,,Tuesdays,Zoom
4802,ET,3rd Grade,Math (up to Algebra),,3,,,,,,,,,"Mondays, Thursdays, Fridays, Sundays","Zoom, Google Hangouts"
4803,CT,4th Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
4804,CT,4th Grade,Math (up to Algebra),,2,English Reading,,2,French,,1,,,"Tuesdays, Thursdays","Zoom, Facetime"
4805,PT,3rd Grade,Math (up to Algebra),,1,English Writing,,2,,,,,,Wednesdays,"Zoom, Facetime"
4806,ET,10th Grade,French,,2,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4807,CT,9th Grade,Geometry,,3,Spanish,,2,ACT Math,,2,,"Math, Reading","Mondays, Wednesdays, Fridays, Saturdays","Zoom, Facetime, Google Hangouts"
4808,CT,3rd Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
4809,ET,9th Grade,Math (up to Algebra),,1,History,,1,English Reading,,1,"Math, Reading",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
4810,ET,8th Grade,Math (up to Algebra),,1,English Writing,,1,History,,1,,,Saturdays,"Zoom, Google Hangouts"
4811,ET,6th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,Saturdays,"Zoom, Google Hangouts"
4812,ET,8th Grade,Math (up to Algebra),,4,English Writing,,4,,,,,,"Tuesdays, Thursdays",Zoom
4813,ET,4th Grade,Math (up to Algebra),,3,History,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
4814,ET,8th Grade,Math (up to Algebra),,1,Spanish,,1,History,,1,,,"Tuesdays, Saturdays",Zoom
4815,CT,3rd Grade,English Reading,,2,Math (up to Algebra),,3,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4816,CT,6th Grade,Math (up to Algebra),,1,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
4817,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
4818,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
4819,CT,4th Grade,English Reading,,2,Math (up to Algebra),,3,English Writing,,2,,,"Wednesdays, Thursdays, Fridays",Zoom
4820,CT,1st Grade,English Reading,,1,English Writing,,2,Math (up to Algebra),,2,,,"Wednesdays, Thursdays, Fridays",Zoom
4821,ET,6th Grade,Other,Science,2,Other,Social Studies,2,,,,,,"Mondays, Tuesdays",Zoom
4822,ET,8th Grade,English Reading,,1,English Writing,,1,,,,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
4823,CT,3rd Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
4824,CT,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4825,CT,1st Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4826,CT,3rd Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4827,CT,7th Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4828,CT,10th Grade,Geometry,,2,Chemistry,,2,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4829,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4830,CT,1st Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4831,ET,6th Grade,Math (up to Algebra),,2,Other,Social Studies,2,Other,Science,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4832,ET,10th Grade,History,,4,Biology,,4,English Writing,,4,,,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4833,ET,8th Grade,Other,Science,3,Other,ELA,2,Other,Social studies,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4834,CT,4th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime, Skype"
4835,ET,8th Grade,Other,Science,3,History,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4836,MT,3rd Grade,English Reading,,3,English Writing,,2,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays",Zoom
4837,MT,8th Grade,Spanish,,2,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4838,MT,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4839,CT,7th Grade,English Writing,,1,Math (up to Algebra),,1,English Reading,,1,,,"Wednesdays, Thursdays, Saturdays","Zoom, Facetime"
4840,CT,Kindergarten,English Reading,,1,English Writing,,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
4841,PT,9th Grade,Physics,,2,Math (up to Algebra),,2,French,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts"
4842,PT,11th Grade,SAT,,4,,,,,,,"Math, Reading, Writing",Math,"Fridays, Saturdays",Zoom
4843,PT,10th Grade,English Writing,,1,Spanish,,2,Math (up to Algebra),,3,"Math, Reading, Writing",English,"Tuesdays, Fridays","Zoom, Facetime"
4844,CT,4th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Tuesdays, Thursdays","Zoom, Facetime, Google Hangouts"
4845,PT,11th Grade,History,,3,English Writing,,3,Biology,,2,"Math, Reading, Writing","English, Math, Reading","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
4846,PT,9th Grade,Other,Business,2,English Writing,,3,,,,,,"Mondays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime"
4847,PT,10th Grade,English Reading,,1,History,,2,Math (up to Algebra),,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4848,PT,7th Grade,English Writing,,3,Math (up to Algebra),,3,History,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4849,ET,7th Grade,English Writing,,1,Other,Science,1,Math (up to Algebra),,3,,,"Mondays, Wednesdays, Saturdays, Sundays","Zoom, Facetime"
4850,ET,10th Grade,Physics,,1,Geometry,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
4851,ET,7th Grade,Math (up to Algebra),,3,English Writing,,3,ACT Science,,3,,"English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4852,PT,8th Grade,Math (up to Algebra),,2,English Writing,,2,English Reading,,3,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4853,ET,12th Grade,English Writing,,2,English Reading,,2,,,,,,"Fridays, Saturdays",Zoom
4854,ET,7th Grade,Geometry,,2,Computer Science,,2,Math (up to Algebra),,2,,,"Saturdays, Sundays",Zoom
4855,ET,7th Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Wednesdays",Zoom
4856,ET,7th Grade,Math (up to Algebra),,3,Other,Science,2,Other,Humanities,2,,,Fridays,"Zoom, Facetime, Google Hangouts"
4857,ET,11th Grade,SAT,,3,,,,,,,"Math, Writing",,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4858,ET,10th Grade,SAT,,1,Computer Science,,3,Chemistry,,4,"Math, Reading, Writing",,"Fridays, Saturdays, Sundays",Zoom
4859,ET,12th Grade,English Writing,,2,English Reading,,3,Chinese,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Skype"
4860,ET,7th Grade,Spanish,,3,English Writing,,3,Other,Social Studies,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
4861,ET,7th Grade,Math (up to Algebra),,3,English Writing,,4,English Reading,,5,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4862,ET,7th Grade,Math (up to Algebra),,2,,,,,,,,,"Tuesdays, Wednesdays","Zoom, Facetime"
4863,CT,5th Grade,English Reading,,4,English Writing,,4,Spanish,,3,,,Wednesdays,Zoom
4864,CT,10th Grade,English Writing,,2,English Reading,,2,Geometry,,3,Math,"English, Math","Mondays, Wednesdays","Zoom, Facetime, Google Hangouts"
4865,ET,5th Grade,Math (up to Algebra),,2,English Reading,,3,Chemistry,,1,,,"Mondays, Tuesdays",Google Hangouts
4866,CT,12th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4867,ET,1st Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,1,,,"Mondays, Tuesdays",Google Hangouts
4868,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,1,,,Fridays,Google Hangouts
4869,ET,11th Grade,SAT,,1,ACT English,,1,College Applications,,1,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
4870,ET,7th Grade,Math (up to Algebra),,1,English Writing,,3,Other,Science,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
4871,ET,5th Grade,English Writing,,3,Math (up to Algebra),,4,Other,SSAT/ISEE,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4872,ET,11th Grade,SAT,,3,ACT Math,,3,,,3,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays","Zoom, Facetime"
4873,ET,11th Grade,SAT,,2,Math (up to Algebra),,3,Calculus,,1,"Math, Reading, Writing","English, Math, Reading, Science","Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
4874,PT,10th Grade,Math (up to Algebra),,3,,,,,,,,,"Tuesdays, Thursdays, Saturdays","Zoom, Google Hangouts"
4875,ET,2nd Grade,English Reading,,1,Math (up to Algebra),,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4876,ET,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
4877,ET,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4878,ET,9th Grade,SAT,,3,English Writing,,2,Physics,,3,"Math, Reading, Writing",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4879,ET,6th Grade,Math (up to Algebra),,3,English Writing,,4,Spanish,,2,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
4880,ET,3rd Grade,English Writing,,1,English Reading,,3,Other,Geography,3,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
4881,MT,4th Grade,Math (up to Algebra),Math,3,English Writing,,3,,,,,,"Mondays, Tuesdays, Fridays",Zoom
4882,ET,12th Grade,Calculus,,4,English Reading,,3,English Writing,,3,,,"Mondays, Fridays",Zoom
4883,ET,8th Grade,Math (up to Algebra),,3,Other,Science,3,English Reading,,3,,,"Mondays, Tuesdays, Fridays",Zoom
4884,ET,6th Grade,Math (up to Algebra),,4,English Reading,,4,Other,Science,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays",Zoom
4885,ET,3rd Grade,Math (up to Algebra),,4,English Writing,,4,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4886,ET,9th Grade,Math (up to Algebra),,4,Other,Music or Robotics,4,English Writing,,4,,,"Saturdays, Sundays",Zoom
4887,ET,8th Grade,Geometry,,4,English Writing,,4,,,,,,"Saturdays, Sundays",Zoom
4888,ET,6th Grade,Math (up to Algebra),,4,English Writing,,,,,,,,"Saturdays, Sundays",Zoom
4889,ET,10th Grade,English Reading,,3,English Writing,,3,Computer Science,,2,,,"Saturdays, Sundays",Google Hangouts
4890,ET,8th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,"Saturdays, Sundays",Google Hangouts
4891,ET,4th Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
4892,ET,2nd Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
4893,ET,1st Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
4894,CT,8th Grade,English Reading,,1,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4895,ET,5th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
4896,ET,2nd Grade,English Writing,,2,Math (up to Algebra),,3,English Writing,,2,,,"Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
4897,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
4898,MT,11th Grade,Math (up to Algebra),,2,Biology,,1,,,,,,"Mondays, Wednesdays, Thursdays","Zoom, Facetime, Microsoft teams"
4899,ET,10th Grade,Chemistry,,3,SAT Math,,3,French,,4,"Math, Reading, Writing",,"Wednesdays, Thursdays",Zoom
4900,ET,1st Grade,English Reading,,3,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4901,ET,9th Grade,Math (up to Algebra),,3,Biology,,3,English Writing,,3,,,"Thursdays, Saturdays",Zoom
4902,ET,1st Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4903,ET,7th Grade,English Writing,,2,Math (up to Algebra),,3,Biology,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4904,ET,12th Grade,Calculus,,1,,,,,,,,,"Mondays, Thursdays, Sundays","Zoom, Discord"
4905,ET,3rd Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
4906,ET,1st Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
4907,ET,9th Grade,Geometry,,1,French,,1,English Writing,,3,,,"Mondays, Wednesdays, Saturdays","Zoom, Facetime"
4908,ET,3rd Grade,Math (up to Algebra),,2,,,,,,,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Facetime"
4909,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Mondays, Tuesdays","Zoom, Facetime, Google Hangouts, Skype"
4910,ET,5th Grade,English Writing,,3,Math (up to Algebra),,3,,,,,,"Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts, Skype"
4911,ET,8th Grade,Math (up to Algebra),,3,SAT Math,,3,,,3,,,"Fridays, Wednesday & Thursday","Zoom, Facetime, Google Hangouts, Skype"
4912,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4913,PT,4th Grade,English Reading,,1,,,,,,,,,"Wednesdays, Saturdays",Zoom
4914,MT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4915,ET,6th Grade,Math (up to Algebra),,3,Spanish,,2,Computer Science,,3,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Google Hangouts"
4916,ET,5th Grade,French,,2,,,,,,,,,"Saturdays, Sundays","Zoom, Google Hangouts"
4917,ET,2nd Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
4918,CT,4th Grade,English Reading,,3,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Fridays, Sundays","Zoom, Facetime"
4919,ET,11th Grade,Biology,,1,Calculus,,1,History,,1,,,"Mondays, Wednesdays, Thursdays, Saturdays","Zoom, Facetime, Google Hangouts"
4920,ET,11th Grade,SAT,,3,,,,,,,Math,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
4921,ET,12th Grade,Chemistry,,3,,,,,,,,,Tuesdays,Zoom
4922,ET,3rd Grade,Math (up to Algebra),,3,,,,,,,,,"Mondays, Thursdays, Fridays, Sundays","Zoom, Google Hangouts"
4923,CT,4th Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
4924,CT,4th Grade,Math (up to Algebra),,2,English Reading,,2,French,,1,,,"Tuesdays, Thursdays","Zoom, Facetime"
4925,PT,3rd Grade,Math (up to Algebra),,1,English Writing,,2,,,,,,Wednesdays,"Zoom, Facetime"
4926,ET,10th Grade,French,,2,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
4927,CT,9th Grade,Geometry,,3,Spanish,,2,ACT Math,,2,,"Math, Reading","Mondays, Wednesdays, Fridays, Saturdays","Zoom, Facetime, Google Hangouts"
4928,CT,3rd Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
4929,ET,9th Grade,Math (up to Algebra),,1,History,,1,English Reading,,1,"Math, Reading",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
4930,ET,8th Grade,Math (up to Algebra),,1,English Writing,,1,History,,1,,,Saturdays,"Zoom, Google Hangouts"
4931,ET,6th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,Saturdays,"Zoom, Google Hangouts"
4932,ET,8th Grade,Math (up to Algebra),,4,English Writing,,4,,,,,,"Tuesdays, Thursdays",Zoom
4933,ET,4th Grade,Math (up to Algebra),,3,History,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
4934,ET,8th Grade,Math (up to Algebra),,1,Spanish,,1,History,,1,,,"Tuesdays, Saturdays",Zoom
4935,CT,3rd Grade,English Reading,,2,Math (up to Algebra),,3,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4936,CT,6th Grade,Math (up to Algebra),,1,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
4937,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
4938,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
4939,CT,4th Grade,English Reading,,2,Math (up to Algebra),,3,English Writing,,2,,,"Wednesdays, Thursdays, Fridays",Zoom
4940,CT,1st Grade,English Reading,,1,English Writing,,2,Math (up to Algebra),,2,,,"Wednesdays, Thursdays, Fridays",Zoom
4941,ET,6th Grade,Other,Science,2,Other,Social Studies,2,,,,,,"Mondays, Tuesdays",Zoom
4942,ET,8th Grade,English Reading,,1,English Writing,,1,,,,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
4943,CT,3rd Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
4944,CT,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4945,CT,1st Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4946,CT,3rd Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4947,CT,7th Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4948,CT,10th Grade,Geometry,,2,Chemistry,,2,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
4949,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4950,CT,1st Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
4951,ET,6th Grade,Math (up to Algebra),,2,Other,Social Studies,2,Other,Science,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
4952,ET,10th Grade,History,,4,Biology,,4,English Writing,,4,,,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
4953,ET,8th Grade,Other,Science,3,Other,ELA,2,Other,Social studies,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
4954,CT,4th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime, Skype"
